LapTime,MaxSpeed,AvgThrottle,AirTemp,Driver,TeamName,GridGroup
106.095,299.0,56.41878788686264,14.6,SAR,Williams,Midfield
105.969,298.0,60.34890859332087,14.6,RIC,RB,Midfield
105.199,292.0,61.8839692448631,14.6,BOT,Kick Sauber,Backmarker
105.412,294.0,61.84606122533865,14.6,ZHO,Kick Sauber,Midfield
102.935,301.0,61.65274427305309,14.6,NOR,McLaren,Top5
102.271,303.0,64.63562185450444,14.6,HAM,Mercedes,Top5
103.029,299.0,61.012221723137614,14.6,VER,Red Bull Racing,Top5
103.59,300.0,64.0674553545185,14.6,SAI,Ferrari,Top10
103.309,300.0,61.131074520394,14.6,PIA,McLaren,Top5
103.604,299.0,64.5226850904323,14.6,LEC,Ferrari,Midfield
104.042,300.0,60.94979259107567,14.6,HUL,Haas F1 Team,Top10
104.422,301.0,60.13420764009103,14.6,STR,Aston Martin,Top10
105.045,300.0,58.056575753546454,14.6,PER,Red Bull Racing,Backmarker
104.251,301.0,60.06972105587577,14.6,ALO,Aston Martin,Top10
104.782,300.0,62.50928566322917,14.6,TSU,RB,Midfield
105.511,291.0,62.51824507219664,14.6,OCO,Alpine,Backmarker
105.202,304.0,56.54788481574486,14.6,ALB,Williams,Top10
105.557,300.0,56.67107788770428,14.6,MAG,Haas F1 Team,Backmarker
105.851,301.0,57.454238641327095,14.6,SAR,Williams,Midfield
105.535,300.0,61.42525598423043,14.6,RIC,RB,Midfield
105.476,290.0,61.18525115928609,14.5,BOT,Kick Sauber,Backmarker
108.01,289.0,57.76484745572025,14.5,ZHO,Kick Sauber,Midfield
102.34,303.0,60.733163053523164,14.5,NOR,McLaren,Top5
101.924,303.0,63.798116728083365,14.5,HAM,Mercedes,Top5
101.958,300.0,62.39478415453487,14.5,VER,Red Bull Racing,Top5
102.748,301.0,65.8501432170567,14.5,SAI,Ferrari,Top10
102.52,304.0,60.23192959849371,14.5,PIA,McLaren,Top5
102.415,299.0,65.24967123142055,14.5,LEC,Ferrari,Midfield
103.044,302.0,60.603720601737884,14.5,HUL,Haas F1 Team,Top10
103.0,303.0,61.45298054101764,14.5,STR,Aston Martin,Top10
103.534,300.0,60.371420027553896,14.5,PER,Red Bull Racing,Backmarker
102.513,299.0,61.67046547108517,14.6,ALO,Aston Martin,Top10
102.726,301.0,61.60639139095674,14.6,TSU,RB,Midfield
102.995,292.0,64.62129589864522,14.6,OCO,Alpine,Backmarker
103.075,304.0,59.36758287449468,14.6,ALB,Williams,Top10
103.611,300.0,59.83175913699397,14.6,MAG,Haas F1 Team,Backmarker
103.365,303.0,59.36522248605309,14.6,SAR,Williams,Midfield
103.213,301.0,61.47915772964133,14.6,RIC,RB,Midfield
102.968,295.0,63.47201587485758,14.6,BOT,Kick Sauber,Backmarker
99.786,302.0,62.8505157068655,14.6,NOR,McLaren,Top5
99.711,305.0,65.46011785204627,14.6,HAM,Mercedes,Top5
102.569,301.0,63.109045006306594,14.6,ZHO,Kick Sauber,Midfield
98.869,302.0,65.42617047290295,14.5,VER,Red Bull Racing,Top5
100.432,301.0,68.17999275229931,14.5,SAI,Ferrari,Top10
99.635,300.0,63.691921155601584,14.5,PIA,McLaren,Top5
100.091,299.0,68.36285914951827,14.5,LEC,Ferrari,Midfield
100.657,301.0,62.68744919323131,14.5,HUL,Haas F1 Team,Top10
100.825,302.0,63.858985473969994,14.5,STR,Aston Martin,Top10
101.845,301.0,62.01414124810807,14.5,PER,Red Bull Racing,Backmarker
100.747,299.0,64.73813045682051,14.5,ALO,Aston Martin,Top10
101.098,302.0,63.262508642508834,14.5,TSU,RB,Midfield
101.215,295.0,64.7554743400718,14.5,OCO,Alpine,Backmarker
100.273,304.0,60.19204577645056,14.5,ALB,Williams,Top10
102.038,298.0,64.16478904219152,14.6,MAG,Haas F1 Team,Backmarker
102.207,303.0,60.57463426322309,14.6,SAR,Williams,Midfield
100.483,303.0,62.31024331488134,14.6,RIC,RB,Midfield
99.987,292.0,68.77057514093016,14.6,BOT,Kick Sauber,Backmarker
97.999,304.0,64.85675183893994,14.6,NOR,McLaren,Top5
97.22,304.0,68.61367958551914,14.6,HAM,Mercedes,Top5
102.823,300.0,63.51493876745137,14.6,ZHO,Kick Sauber,Midfield
95.963,301.0,67.59241218157233,14.6,VER,Red Bull Racing,Top5
98.37,301.0,70.0903248099286,14.6,SAI,Ferrari,Top10
97.106,304.0,62.98319840249626,14.6,PIA,McLaren,Top5
98.357,299.0,68.46429076341416,14.6,LEC,Ferrari,Midfield
98.854,301.0,65.23634638938536,14.6,HUL,Haas F1 Team,Top10
99.373,301.0,64.95568510549394,14.6,STR,Aston Martin,Top10
99.697,297.0,63.40404581661011,14.6,PER,Red Bull Racing,Backmarker
98.684,299.0,65.82258610162857,14.6,ALO,Aston Martin,Top10
98.67,301.0,66.32235443880192,14.6,TSU,RB,Midfield
102.235,295.0,66.84761266254428,14.6,OCO,Alpine,Backmarker
97.843,305.0,63.382264865796145,14.6,ALB,Williams,Top10
123.931,295.0,55.776021353364285,14.6,MAG,Haas F1 Team,Backmarker
123.328,302.0,53.22639705970467,14.6,RIC,RB,Midfield
98.811,301.0,61.80721630187557,14.6,SAR,Williams,Midfield
96.746,306.0,66.3681966235812,14.6,NOR,McLaren,Top5
117.389,307.0,62.7873897426308,14.6,HAM,Mercedes,Top5
118.311,301.0,59.84918954376095,14.6,VER,Red Bull Racing,Top5
101.608,294.0,61.67148471924379,14.6,ZHO,Kick Sauber,Midfield
114.658,299.0,57.50061092106011,14.6,PIA,McLaren,Top5
96.802,302.0,70.84795230913888,14.6,SAI,Ferrari,Top10
117.811,300.0,63.90966600794529,14.6,LEC,Ferrari,Midfield
97.245,303.0,67.13654387625506,14.6,HUL,Haas F1 Team,Top10
97.759,302.0,66.32773994755084,14.6,STR,Aston Martin,Top10
120.171,300.0,60.97835770308152,14.6,PER,Red Bull Racing,Backmarker
119.234,295.0,59.988208852275676,14.6,ALO,Aston Martin,Top10
118.637,300.0,61.13991379797435,14.6,TSU,RB,Midfield
117.678,306.0,54.63434595026662,14.6,ALB,Williams,Top10
99.44,294.0,67.54359013611509,14.6,OCO,Alpine,Backmarker
116.256,308.0,59.320754056263596,14.6,SAR,Williams,Midfield
114.84,308.0,63.1982518122696,14.6,NOR,McLaren,Top5
93.212,303.0,67.71651481997199,14.6,MAG,Haas F1 Team,Backmarker
93.138,308.0,70.0708024511603,14.6,RIC,RB,Midfield
116.753,298.0,66.40740217106507,14.8,SAI,Ferrari,Top10
90.318,298.0,76.93545235120428,14.8,HAM,Mercedes,Top5
97.114,298.0,66.38341233086386,14.8,BOT,Kick Sauber,Backmarker
90.056,304.0,73.51912177050971,14.8,VER,Red Bull Racing,Top5
89.913,304.0,72.47894118354478,14.8,PIA,McLaren,Top5
115.659,299.0,63.927194700039585,14.8,HUL,Haas F1 Team,Top10
116.032,298.0,65.08010917687523,14.8,STR,Aston Martin,Top10
91.481,299.0,74.28776607032437,14.8,LEC,Ferrari,Midfield
120.13,289.0,61.47139489501041,14.8,OCO,Alpine,Backmarker
92.722,301.0,69.25749262777137,15.1,PER,Red Bull Racing,Backmarker
91.146,302.0,71.43639644971479,15.1,ALO,Aston Martin,Top10
92.318,301.0,70.87976412004963,15.1,TSU,RB,Midfield
90.889,311.0,68.98236830577372,15.1,ALB,Williams,Top10
92.071,303.0,70.43743720864865,15.1,MAG,Haas F1 Team,Backmarker
91.353,314.0,70.5341329343356,15.1,SAR,Williams,Midfield
92.428,304.0,70.17981035270887,15.1,RIC,RB,Midfield
90.118,301.0,76.7387046760681,15.1,HAM,Mercedes,Top5
89.733,307.0,68.94157017083124,15.1,NOR,McLaren,Top5
89.604,300.0,75.53507066849244,15.1,VER,Red Bull Racing,Top5
92.973,295.0,71.98688066260571,15.1,BOT,Kick Sauber,Backmarker
89.574,306.0,72.13889161967911,15.1,PIA,McLaren,Top5
90.475,299.0,74.05060455454687,15.2,SAI,Ferrari,Top10
92.696,299.0,70.88428925328247,15.2,ZHO,Kick Sauber,Midfield
90.878,301.0,75.8315790069861,15.2,LEC,Ferrari,Midfield
91.097,301.0,70.72490718554569,15.2,HUL,Haas F1 Team,Top10
90.098,305.0,74.01904716569179,15.2,STR,Aston Martin,Top10
93.219,321.0,67.15128496831204,15.2,PER,Red Bull Racing,Backmarker
90.594,314.0,72.42567378127002,15.2,ALO,Aston Martin,Top10
90.812,306.0,74.18310851019893,15.2,TSU,RB,Midfield
90.715,330.0,68.21299684054388,15.2,ALB,Williams,Top10
90.61,305.0,73.17738008876218,15.2,MAG,Haas F1 Team,Backmarker
90.875,321.0,71.65382898855842,15.2,SAR,Williams,Midfield
92.838,312.0,72.4099154804076,15.2,OCO,Alpine,Backmarker
91.289,303.0,71.96387838761531,15.2,RIC,RB,Midfield
89.617,303.0,76.96021016080323,15.3,HAM,Mercedes,Top5
90.006,309.0,69.80792949294599,15.3,NOR,McLaren,Top5
89.472,303.0,76.07833634000492,15.3,VER,Red Bull Racing,Top5
93.344,310.0,70.81086787021293,15.3,BOT,Kick Sauber,Backmarker
89.581,304.0,72.34172999052032,15.3,PIA,McLaren,Top5
89.872,308.0,76.52228247371845,15.3,SAI,Ferrari,Top10
93.17,308.0,69.64029749378832,15.3,ZHO,Kick Sauber,Midfield
90.035,301.0,76.25670375656978,15.3,LEC,Ferrari,Midfield
90.701,301.0,73.69558643742141,15.3,HUL,Haas F1 Team,Top10
90.161,304.0,72.90614504525679,15.3,STR,Aston Martin,Top10
90.167,303.0,72.78376326905139,15.3,ALO,Aston Martin,Top10
90.689,304.0,72.60381113015517,15.3,PER,Red Bull Racing,Backmarker
90.319,302.0,73.7555740127304,15.3,TSU,RB,Midfield
90.458,317.0,69.11696566062449,15.3,ALB,Williams,Top10
90.093,304.0,74.78878693906472,15.3,MAG,Haas F1 Team,Backmarker
89.972,330.0,73.41094223274057,15.3,SAR,Williams,Midfield
90.765,303.0,73.47063086754073,15.3,RIC,RB,Midfield
91.114,302.0,76.17626865782944,15.3,OCO,Alpine,Backmarker
89.793,304.0,76.2993852482601,15.3,HAM,Mercedes,Top5
89.262,310.0,72.69325910779314,15.3,NOR,McLaren,Top5
89.105,304.0,77.06946497916434,15.3,VER,Red Bull Racing,Top5
89.286,307.0,72.73362554477114,15.3,PIA,McLaren,Top5
92.348,298.0,72.79212954516952,15.3,BOT,Kick Sauber,Backmarker
89.872,308.0,77.05004701916609,15.2,SAI,Ferrari,Top10
89.832,303.0,76.77158256332432,15.2,LEC,Ferrari,Midfield
91.151,301.0,73.0337535637133,15.2,ZHO,Kick Sauber,Midfield
89.836,305.0,75.12963980041853,15.2,HUL,Haas F1 Team,Top10
90.196,304.0,73.13574807235945,15.2,STR,Aston Martin,Top10
90.098,304.0,71.06352034267547,15.2,ALO,Aston Martin,Top10
90.542,303.0,72.52745456322351,15.2,PER,Red Bull Racing,Backmarker
90.229,301.0,74.20371890767102,15.2,TSU,RB,Midfield
90.126,317.0,69.8571418221069,15.2,ALB,Williams,Top10
90.454,305.0,74.04355142452758,15.2,MAG,Haas F1 Team,Backmarker
90.162,319.0,71.82494792492191,15.2,SAR,Williams,Midfield
91.198,301.0,71.96572894252604,15.2,RIC,RB,Midfield
91.187,302.0,76.4333700272995,15.3,OCO,Alpine,Backmarker
89.697,303.0,77.80731546924454,15.3,HAM,Mercedes,Top5
89.752,310.0,71.11362619562067,15.3,NOR,McLaren,Top5
89.372,303.0,75.83146422360267,15.3,VER,Red Bull Racing,Top5
89.221,306.0,73.25266150021365,15.3,PIA,McLaren,Top5
91.732,298.0,73.02302060620849,15.3,BOT,Kick Sauber,Backmarker
89.739,308.0,76.58873945179172,15.3,SAI,Ferrari,Top10
89.748,303.0,78.43937570799457,15.3,LEC,Ferrari,Midfield
91.121,300.0,72.9136177248696,15.3,ZHO,Kick Sauber,Midfield
90.392,303.0,74.23144612124065,15.3,HUL,Haas F1 Team,Top10
90.03,305.0,72.43931823179375,15.4,STR,Aston Martin,Top10
89.93,304.0,73.08604469254652,15.4,ALO,Aston Martin,Top10
90.229,304.0,71.59280981705975,15.4,PER,Red Bull Racing,Backmarker
90.882,306.0,73.63991517210947,15.4,TSU,RB,Midfield
90.74,332.0,67.90453166482807,15.4,ALB,Williams,Top10
91.342,307.0,72.65175186728436,15.4,MAG,Haas F1 Team,Backmarker
90.003,330.0,73.050214795169,15.4,SAR,Williams,Midfield
91.08,302.0,73.62588189251896,15.4,RIC,RB,Midfield
91.084,301.0,76.42496122193258,15.4,OCO,Alpine,Backmarker
89.438,305.0,78.49049172751722,15.4,HAM,Mercedes,Top5
89.635,309.0,73.21489319678109,15.4,NOR,McLaren,Top5
89.137,303.0,76.82243309643361,15.4,VER,Red Bull Racing,Top5
89.222,309.0,72.18098379474043,15.4,PIA,McLaren,Top5
91.277,298.0,75.52297910506587,15.4,BOT,Kick Sauber,Backmarker
89.589,309.0,77.19022453956224,15.4,SAI,Ferrari,Top10
89.933,303.0,77.64857407020402,15.4,LEC,Ferrari,Midfield
91.014,298.0,75.01108745752093,15.4,ZHO,Kick Sauber,Midfield
90.048,304.0,74.47125831638564,15.4,HUL,Haas F1 Team,Top10
90.025,305.0,73.84847365778073,15.4,STR,Aston Martin,Top10
89.871,303.0,73.55179517835369,15.4,ALO,Aston Martin,Top10
90.518,303.0,73.21355709254522,15.4,PER,Red Bull Racing,Backmarker
91.438,306.0,74.73206113843759,15.4,TSU,RB,Midfield
90.406,332.0,70.87132958305243,15.4,ALB,Williams,Top10
90.613,306.0,74.13847802245985,15.4,SAR,Williams,Midfield
91.722,307.0,71.33213264774095,15.4,MAG,Haas F1 Team,Backmarker
90.955,302.0,74.04571861637005,15.5,RIC,RB,Midfield
90.928,302.0,76.48907198613685,15.5,OCO,Alpine,Backmarker
89.641,305.0,77.7344188686185,15.5,HAM,Mercedes,Top5
89.96,309.0,72.49918925177303,15.5,NOR,McLaren,Top5
89.543,304.0,75.22285894786133,15.5,VER,Red Bull Racing,Top5
89.233,307.0,72.981806397344,15.5,PIA,McLaren,Top5
93.159,300.0,70.93378741161014,15.5,BOT,Kick Sauber,Backmarker
89.588,303.0,77.07085715223927,15.5,SAI,Ferrari,Top10
89.911,303.0,77.60932238521977,15.5,LEC,Ferrari,Midfield
91.378,299.0,73.97121397135419,15.5,ZHO,Kick Sauber,Midfield
90.185,301.0,75.60454139007358,15.5,HUL,Haas F1 Team,Top10
89.897,304.0,72.91345607025902,15.5,STR,Aston Martin,Top10
89.753,304.0,74.06718921375237,15.5,ALO,Aston Martin,Top10
90.565,302.0,74.53576545808434,15.5,PER,Red Bull Racing,Backmarker
90.234,308.0,71.27506190249441,15.5,ALB,Williams,Top10
91.688,315.0,72.30659340475218,15.5,TSU,RB,Midfield
90.826,306.0,73.17334835461374,15.5,SAR,Williams,Midfield
91.131,308.0,73.1145153570282,15.5,MAG,Haas F1 Team,Backmarker
90.849,302.0,73.42353921570742,15.5,RIC,RB,Midfield
90.952,301.0,75.86820884754904,15.5,OCO,Alpine,Backmarker
89.538,304.0,77.16964129091508,15.5,HAM,Mercedes,Top5
89.838,307.0,73.22028542348147,15.5,NOR,McLaren,Top5
89.411,304.0,76.40559889266943,15.5,VER,Red Bull Racing,Top5
89.049,307.0,73.17050062429396,15.5,PIA,McLaren,Top5
89.553,302.0,78.4426831922552,15.6,SAI,Ferrari,Top10
91.396,299.0,75.13945233453647,15.6,BOT,Kick Sauber,Backmarker
90.051,302.0,77.80159082979345,15.6,LEC,Ferrari,Midfield
91.36,300.0,73.7448155025044,15.6,ZHO,Kick Sauber,Midfield
89.864,306.0,74.59010046295627,15.6,HUL,Haas F1 Team,Top10
89.925,303.0,73.55419438618739,15.6,STR,Aston Martin,Top10
89.71,304.0,74.26592472753012,15.6,ALO,Aston Martin,Top10
90.136,302.0,73.68656614934383,15.6,PER,Red Bull Racing,Backmarker
90.148,309.0,70.92128164460121,15.6,ALB,Williams,Top10
90.982,302.0,73.23346621363436,15.6,TSU,RB,Midfield
91.25,307.0,72.05996651464315,15.6,SAR,Williams,Midfield
91.036,308.0,71.90429761843278,15.6,MAG,Haas F1 Team,Backmarker
90.735,303.0,73.06865572671055,15.6,RIC,RB,Midfield
90.875,302.0,76.80456460335382,15.6,OCO,Alpine,Backmarker
89.579,310.0,77.6195516850647,15.6,HAM,Mercedes,Top5
90.556,308.0,72.71041092121348,15.6,NOR,McLaren,Top5
88.952,327.0,75.3044446958586,15.6,VER,Red Bull Racing,Top5
89.124,307.0,72.90269986813857,15.6,PIA,McLaren,Top5
89.415,302.0,77.2292257184025,15.6,SAI,Ferrari,Top10
91.431,299.0,76.03481347381079,15.6,BOT,Kick Sauber,Backmarker
90.289,303.0,77.14217611632039,15.6,LEC,Ferrari,Midfield
91.43,299.0,74.84937114021747,15.6,ZHO,Kick Sauber,Midfield
90.365,306.0,73.68850406961285,15.6,HUL,Haas F1 Team,Top10
90.237,304.0,73.22220810958783,15.7,STR,Aston Martin,Top10
90.114,304.0,72.47474611583905,15.7,ALO,Aston Martin,Top10
90.795,302.0,73.2128871611234,15.7,PER,Red Bull Racing,Backmarker
90.068,309.0,70.56424788239154,15.7,ALB,Williams,Top10
91.367,304.0,73.11529601982609,15.7,TSU,RB,Midfield
91.201,307.0,72.02481989574085,15.7,SAR,Williams,Midfield
90.953,307.0,73.04325741887988,15.7,MAG,Haas F1 Team,Backmarker
91.109,302.0,73.34588984898298,15.7,RIC,RB,Midfield
93.599,302.0,73.09767796550732,15.7,OCO,Alpine,Backmarker
89.667,309.0,76.246742464884,15.7,HAM,Mercedes,Top5
89.56,302.0,76.39947824714221,15.7,VER,Red Bull Racing,Top5
90.515,313.0,71.30856605116944,15.7,NOR,McLaren,Top5
89.283,308.0,71.91190895961812,15.7,PIA,McLaren,Top5
89.439,302.0,77.24904886070527,15.7,SAI,Ferrari,Top10
92.006,297.0,74.06489468806477,15.7,BOT,Kick Sauber,Backmarker
90.204,303.0,77.95053860348122,15.7,LEC,Ferrari,Midfield
91.283,297.0,74.90360362009679,15.7,ZHO,Kick Sauber,Midfield
90.371,308.0,74.68612440199585,15.7,HUL,Haas F1 Team,Top10
89.969,305.0,74.30449886364859,15.7,STR,Aston Martin,Top10
90.7,303.0,67.14481764318668,15.7,ALO,Aston Martin,Top10
89.96,308.0,71.65336767485897,15.7,ALB,Williams,Top10
91.08,303.0,72.72578149615242,15.7,TSU,RB,Midfield
91.175,306.0,73.90874298659794,15.7,SAR,Williams,Midfield
90.803,308.0,72.30628299559912,15.8,MAG,Haas F1 Team,Backmarker
92.926,301.0,71.29254404183403,15.8,RIC,RB,Midfield
89.682,309.0,76.33423137008968,15.8,HAM,Mercedes,Top5
95.931,310.0,65.59306970681043,15.8,OCO,Alpine,Backmarker
89.286,303.0,76.6913442867915,15.8,VER,Red Bull Racing,Top5
90.544,309.0,70.67575487283897,15.8,NOR,McLaren,Top5
89.958,308.0,70.80152668098833,15.8,PIA,McLaren,Top5
89.434,305.0,76.24714263932452,15.8,SAI,Ferrari,Top10
91.688,299.0,73.55005100124284,15.8,BOT,Kick Sauber,Backmarker
90.929,304.0,76.00861688847442,15.8,LEC,Ferrari,Midfield
91.556,297.0,74.77061340218103,15.8,ZHO,Kick Sauber,Midfield
90.47,310.0,74.89252643794872,15.8,HUL,Haas F1 Team,Top10
90.03,304.0,73.56680008735553,15.8,STR,Aston Martin,Top10
90.727,301.0,66.33594405846652,15.8,ALO,Aston Martin,Top10
89.828,307.0,72.18426305059485,15.8,ALB,Williams,Top10
91.407,301.0,72.79006809692031,15.8,TSU,RB,Midfield
91.249,306.0,73.374213499973,15.8,SAR,Williams,Midfield
91.143,307.0,71.5322290764483,15.8,MAG,Haas F1 Team,Backmarker
89.743,309.0,76.95352873446916,15.8,HAM,Mercedes,Top5
94.15,303.0,67.92296535192384,15.8,RIC,RB,Midfield
89.443,304.0,76.76079996779507,15.8,VER,Red Bull Racing,Top5
90.769,309.0,70.82303379002882,15.8,NOR,McLaren,Top5
91.06,302.0,76.54827089532583,15.8,OCO,Alpine,Backmarker
97.36,301.0,62.37715179314654,15.8,PER,Red Bull Racing,Backmarker
88.748,309.0,73.50719820905698,15.8,PIA,McLaren,Top5
112.546,306.0,67.82779418500148,15.9,SAI,Ferrari,Top10
92.32,301.0,74.30753454397764,15.9,BOT,Kick Sauber,Backmarker
90.488,327.0,74.25432991580381,15.9,LEC,Ferrari,Midfield
92.504,299.0,72.45153729186255,15.9,ZHO,Kick Sauber,Midfield
90.696,309.0,73.99904467457102,15.9,HUL,Haas F1 Team,Top10
90.026,306.0,73.2675953871206,15.9,STR,Aston Martin,Top10
90.592,302.0,67.68389857430321,15.9,ALO,Aston Martin,Top10
89.916,308.0,73.1969904615131,15.9,ALB,Williams,Top10
91.529,303.0,71.77477429007116,15.9,TSU,RB,Midfield
91.662,306.0,72.66476915340345,15.9,SAR,Williams,Midfield
91.469,308.0,72.63548326475785,15.9,MAG,Haas F1 Team,Backmarker
90.146,308.0,75.314719825791,15.9,HAM,Mercedes,Top5
89.089,306.0,76.93209131112252,15.9,VER,Red Bull Racing,Top5
94.814,324.0,64.77211927863637,15.9,RIC,RB,Midfield
90.913,307.0,69.52260867187967,15.9,NOR,McLaren,Top5
91.608,302.0,74.68464818051947,15.9,OCO,Alpine,Backmarker
89.928,309.0,72.18679230282106,15.9,PIA,McLaren,Top5
89.707,308.0,74.79981822467954,15.9,PER,Red Bull Racing,Backmarker
91.674,302.0,76.12020548799215,15.9,LEC,Ferrari,Midfield
92.217,309.0,72.75632766118828,15.9,BOT,Kick Sauber,Backmarker
88.293,307.0,78.54883553457587,15.9,SAI,Ferrari,Top10
91.749,300.0,72.4032021001203,15.9,ZHO,Kick Sauber,Midfield
90.847,312.0,72.78180247028475,15.8,HUL,Haas F1 Team,Top10
90.053,312.0,72.32440845254114,15.8,STR,Aston Martin,Top10
91.43,303.0,64.27181046586821,15.8,ALO,Aston Martin,Top10
89.718,308.0,71.38869020985756,15.8,ALB,Williams,Top10
92.09,303.0,68.73722759495823,15.8,TSU,RB,Midfield
92.088,306.0,72.08027025155013,15.8,SAR,Williams,Midfield
91.982,309.0,70.20011160309944,15.8,MAG,Haas F1 Team,Backmarker
