Time_x,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Abbreviation,GridPosition,ClassifiedPosition,Status,MaxSpeed,AvgSpeed,AvgThrottle,AvgBrake,AvgRPM,LapStartTime_s,Time_y,AirTemp,Humidity,TrackTemp,TotalSectorTime,Winner,Podium,RacePhase,GridGroup,SpeedCategory,Driver_ALO,Driver_BOT,Driver_HAM,Driver_HUL,Driver_LEC,Driver_MAG,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RIC,Driver_RUS,Driver_SAI,Driver_SAR,Driver_STR,Driver_TSU,Driver_VER,Driver_ZHO,TeamName_Aston Martin,TeamName_Ferrari,TeamName_Haas F1 Team,TeamName_Kick Sauber,TeamName_McLaren,TeamName_Mercedes,TeamName_RB,TeamName_Red Bull Racing,TeamName_Williams,Compound_INTERMEDIATE,Compound_MEDIUM,Compound_SOFT,Predicted_LapTime
0 days 01:34:33.256000,3,94.224,-0.23262204261287125,1.0,,,29.69,-0.23995604119305394,26.333,0 days 01:33:28.804000,0 days 01:34:07.005000,0 days 01:34:33.338000,291.0,251.0,244.0,297.0,False,23.0,True,RB,0 days 01:32:59.032000,2024-07-07 14:37:56.061,1,14.0,False,,False,True,RIC,15.0,13.0,Lapped,-0.599059748005319,0.22968056623432512,0.07099115905605512,-1.0734490031317505,0.597445153591722,5579.032,5525.714,-0.6122725912954626,68.0,-0.7801790823459103,94.224,0,0,Mid,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,95.18872874647474
0 days 01:24:20.594000,44,93.721,-0.6440934580769304,1.0,,,29.743,-0.745848558140058,27.033,0 days 01:23:16.644000,0 days 01:23:53.589000,0 days 01:24:20.622000,290.0,255.0,244.0,300.0,False,17.0,True,Mercedes,0 days 01:22:46.873000,2024-07-07 14:27:43.902,1,2.0,False,,False,True,HAM,2.0,1.0,Finished,-0.2764269141875667,0.37690051274750397,0.7338933064316245,-0.4268668319642418,1.1506628433043415,4966.873,4925.627,1.160959084332437,60.0,0.13186845219975876,93.721,1,1,Early,Top5,Medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,92.87746513462339
0 days 01:12:03.738000,63,91.621,-1.1927220120290094,1.0,,,29.438,-0.7168483501622032,25.166,0 days 01:11:01.610000,0 days 01:11:38.627000,0 days 01:12:03.793000,295.0,257.0,245.0,299.0,False,9.0,True,Mercedes,0 days 01:10:32.117000,2024-07-07 14:15:29.146,1,1.0,False,,False,True,RUS,1.0,,Retired,-0.4915154700660682,0.6825522798944932,1.010602348329679,-1.0024219003345551,1.4991144968583243,4232.117,4205.552,1.160959084332437,61.0,0.8456447835833258,91.621,0,0,Early,Top5,Fast,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,90.78594290430277
0 days 01:44:14.976000,63,100.405,0.1788493728511879,2.0,,,31.504,0.7867318773562396,28.151,0 days 01:43:06.130000,0 days 01:43:46.880000,0 days 01:44:15.031000,293.0,246.0,231.0,300.0,False,2.0,True,Mercedes,0 days 01:42:34.571000,2024-07-07 14:47:31.600,1,4.0,False,,False,True,RUS,1.0,,Retired,-0.38397119212681746,-0.5470531968785061,-0.5347159971366366,-0.2521853989155912,1.1163104652248863,6154.571,6125.769,-0.8850774644689846,69.0,-1.176721488670114,100.405,0,0,Mid,Top5,Medium,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,99.94178375065599
0 days 02:13:17.938000,1,89.411,1.4132636192433654,3.0,,,28.989,-1.1647404511535004,24.517,0 days 02:12:17.571000,0 days 02:12:53.476000,0 days 02:13:17.993000,294.0,264.0,252.0,298.0,False,9.0,True,Red Bull Racing,0 days 02:11:48.527000,2024-07-07 15:16:45.556,1,3.0,False,,False,True,VER,4.0,2.0,Finished,-0.16888263624831593,1.0998505257440292,1.506753150367701,-1.2717157829758905,1.2592376278202644,7908.527,7866.021,-0.20306528153517733,71.0,0.40944813662670115,89.411,0,1,Late,Top5,VeryFast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,90.10976426349217
0 days 01:52:44.108000,1,102.447,0.5217422190712372,2.0,,,32.316,1.1057341651126313,28.589,0 days 01:51:34.032000,0 days 01:52:15.574000,0 days 01:52:44.163000,291.0,240.0,219.0,295.0,False,8.0,True,Red Bull Racing,0 days 01:51:01.661000,2024-07-07 14:55:58.690,1,3.0,False,,False,True,VER,4.0,2.0,Finished,-0.8141483038838205,-0.9065248040747291,-1.151790402535287,0.02198405520777116,-0.8387258214065274,6661.661,6605.843,-1.5670896474027918,74.0,-1.2956842105673754,102.447,0,1,Mid,Top5,Slow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,103.19014353156054
0 days 01:58:01.348000,81,99.635,0.7274779268032668,2.0,,,31.659,0.7234953127378656,27.383,0 days 01:56:53.454000,0 days 01:57:34.047000,0 days 01:58:01.430000,292.0,244.0,242.0,295.0,False,9.0,True,McLaren,0 days 01:56:21.713000,2024-07-07 15:01:18.742,1,5.0,False,,False,True,PIA,5.0,4.0,Finished,-0.599059748005319,-0.5138489543861625,-0.7424711140071059,0.06990206380883522,0.6914415140048877,6981.713,6965.895,-1.5670896474027918,76.0,-1.0181045261404331,99.635,0,0,Late,Top5,Medium,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,99.49939947791516
0 days 01:42:54.613000,18,102.187,0.11027080360717804,2.0,,,31.808,1.159706774404748,28.703,0 days 01:41:44.293000,0 days 01:42:25.969000,0 days 01:42:54.672000,292.0,241.0,220.0,298.0,False,2.0,True,Aston Martin,0 days 01:41:12.426000,2024-07-07 14:46:09.455,1,8.0,False,,False,True,STR,8.0,7.0,Finished,-0.599059748005319,-0.7874721377443948,-1.4907412355974667,0.8925736007317656,-0.9683566526928851,6072.426,6065.769,-0.8850774644689846,70.0,-1.137067248037693,102.18700000000001,0,0,Mid,Top10,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,103.55840660976124
0 days 01:24:40.399000,18,95.713,-0.6440934580769304,1.0,,,29.444,-0.1469137072641059,27.837,0 days 01:23:34.189000,0 days 01:24:12.621000,0 days 01:24:40.458000,310.0,254.0,237.0,297.0,False,17.0,True,Aston Martin,0 days 01:23:04.686000,2024-07-07 14:28:01.715,1,8.0,False,,False,True,STR,8.0,7.0,Finished,0.4763830313871887,-0.032622994975941316,-0.10699395686354407,0.393861641980171,-0.031529406487690106,4984.686,4925.627,1.160959084332437,60.0,0.13186845219975876,95.71300000000001,0,0,Early,Top10,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,94.95734471218486
0 days 01:39:51.397000,77,109.533,-0.02688633488084168,1.0,,0 days 01:39:45.423000,32.03,3.7540170464235776,29.386,0 days 01:38:33.949000,0 days 01:39:22.066000,0 days 01:39:51.452000,281.0,213.0,,286.0,False,26.0,True,Kick Sauber,0 days 01:38:01.864000,2024-07-07 14:42:58.893,1,15.0,False,,False,False,BOT,16.0,15.0,Lapped,-1.889591083276328,-2.2079525080035487,-2.399093399651429,3.3466482652817193,-2.7721551525633745,5881.864,5825.735,-0.7486750278822236,67.0,-0.7801790823459103,109.53299999999999,0,0,Mid,Backmarker,Slow,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,110.12809309863418
0 days 01:55:25.355000,20,105.557,0.590320788315247,2.0,,,32.926,1.8577256692050317,29.222,0 days 01:54:12.758000,0 days 01:54:56.167000,0 days 01:55:25.389000,290.0,238.0,220.0,296.0,False,8.0,True,Haas F1 Team,0 days 01:53:39.798000,2024-07-07 14:58:36.827,1,11.0,False,,False,True,MAG,17.0,12.0,Finished,-0.599059748005319,-1.3371317189383822,-1.9845547471706053,1.2444850809808066,-1.5728556867666945,6819.798,6785.879,-1.430687210816031,76.0,-1.0577587667728525,105.55700000000002,0,0,Late,Backmarker,Slow,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,107.02231321014672
0 days 01:26:22.900000,2,94.9,-0.5755148888329206,1.0,,,30.152,-0.49451342233199136,27.179,0 days 01:25:18.226000,0 days 01:25:55.795000,0 days 01:26:22.974000,290.0,250.0,230.0,301.0,False,18.0,True,Williams,0 days 01:24:48,2024-07-07 14:29:45.029,1,13.0,False,,False,True,SAR,12.0,11.0,Finished,-0.16888263624831593,0.061588967315484196,-0.17902141150855164,-0.015091712983774054,-0.02796250957698391,5088.0,5045.641,1.160959084332437,61.0,0.13186845219975876,94.9,0,0,Mid,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,94.86252619441262
0 days 01:15:08.326000,44,91.487,-1.0555648735409895,1.0,,,29.412,-0.7224872794912314,25.072,0 days 01:14:06.279000,0 days 01:14:43.282000,0 days 01:15:08.354000,298.0,258.0,246.0,300.0,False,11.0,True,Mercedes,0 days 01:13:36.839000,2024-07-07 14:18:33.868,1,2.0,False,,False,True,HAM,2.0,1.0,Finished,-0.38397119212681746,0.7317014335555704,0.9325390659987276,-0.4499185079771799,1.7075403837104937,4416.839,4385.545,1.5701663940927224,62.0,0.647373580421224,91.487,1,1,Early,Top5,VeryFast,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,91.22925111318735
0 days 01:54:06.560000,77,105.199,0.5217422190712372,2.0,,,33.01,1.619279514720457,29.372,0 days 01:52:54.426000,0 days 01:53:37.243000,0 days 01:54:06.615000,281.0,239.0,223.0,285.0,False,8.0,True,Kick Sauber,0 days 01:52:21.361000,2024-07-07 14:57:18.390,1,14.0,False,,False,True,BOT,16.0,15.0,Lapped,-1.459413971519325,-1.312744601808536,-1.0623226463925444,1.6925046945977749,-1.826697432778617,6741.361,6725.865,-1.430687210816031,76.0,-1.0974130074052735,105.199,0,0,Mid,Backmarker,Slow,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,105.41623489532405
0 days 01:36:09.739000,3,96.483,-0.1640434733688614,1.0,,,30.177,0.1753108258231566,27.074,0 days 01:35:03.515000,0 days 01:35:42.747000,0 days 01:36:09.821000,288.0,252.0,236.0,297.0,False,24.0,True,RB,0 days 01:34:33.256000,2024-07-07 14:39:30.285,1,14.0,False,,False,True,RIC,15.0,13.0,Lapped,-0.7066040259445697,-0.10702249723810221,-0.23655028477883616,-0.32926951374591085,0.5444804677893934,5673.256,5645.691,-0.7486750278822236,68.0,-0.8198333229783312,96.48299999999999,0,0,Mid,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,96.57709389662226
0 days 02:14:12.817000,14,89.71,1.4132636192433654,3.0,,,29.031,-1.0886149052116343,24.585,0 days 02:13:12.230000,0 days 02:13:48.324000,0 days 02:14:12.909000,293.0,262.0,252.0,298.0,True,9.0,True,Aston Martin,0 days 02:12:43.107000,2024-07-07 15:17:40.136,1,8.0,False,,False,True,ALO,10.0,8.0,Finished,-0.16888263624831593,1.0270058356765195,1.128215393660555,-0.4572273241962399,0.2215290834140208,7963.107,7926.001,-0.06666284494841637,69.0,0.3697938959942802,89.71000000000001,0,0,Late,Top10,VeryFast,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,89.10896335143734
0 days 01:07:45.779000,3,93.666,-1.3984577197610388,1.0,,,29.619,-0.20974749121612182,25.771,0 days 01:06:41.814000,0 days 01:07:20.090000,0 days 01:07:45.861000,311.0,257.0,244.0,320.0,False,6.0,True,RB,0 days 01:06:12.113000,2024-07-07 14:11:09.142,1,15.0,False,,False,True,RIC,15.0,13.0,Lapped,1.659370088718947,0.362611527137757,-0.16613120226912179,-0.32416078653342384,0.6341885560567482,3972.113,3965.525,0.7517517745721518,61.0,0.13186845219975876,93.66600000000001,0,0,Early,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,95.00008327149018
0 days 02:20:42.803000,44,90.146,1.7561564654634148,3.0,,,29.302,-1.0721008978909132,24.709,0 days 02:19:41.987000,0 days 02:20:18.122000,0 days 02:20:42.831000,294.0,264.0,246.0,301.0,False,15.0,False,Mercedes,0 days 02:19:12.657000,2024-07-07 15:24:09.686,1,1.0,False,,False,True,HAM,2.0,1.0,Finished,0.2612944755086871,0.8784107032944234,1.313761655894962,-0.9919435391422852,0.5015377699919974,8352.657,8346.105,0.34254446481186895,68.0,0.5284108585239625,90.146,1,1,Late,Top5,VeryFast,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,91.53268411260005
0 days 01:15:25.767000,22,92.805,-1.0555648735409895,1.0,,,29.618,-0.4437630583707483,25.492,0 days 01:14:22.640000,0 days 01:15:00.335000,0 days 01:15:25.827000,303.0,257.0,246.0,305.0,False,11.0,True,RB,0 days 01:13:52.962000,2024-07-07 14:18:49.991,1,11.0,False,,False,True,TSU,13.0,10.0,Finished,0.04620591963018562,0.25350345925685874,0.346119960983986,-0.2657555278976749,0.24682360023406463,4432.962,4385.545,1.5701663940927224,62.0,0.647373580421224,92.805,0,0,Early,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,93.37285839621623
0 days 01:23:05.541000,27,93.194,-0.7126720273209403,1.0,,,29.588,-0.45342979436336656,25.935,0 days 01:22:01.975000,0 days 01:22:39.646000,0 days 01:23:05.581000,306.0,260.0,246.0,319.0,False,16.0,True,Haas F1 Team,0 days 01:21:32.347000,2024-07-07 14:26:29.376,1,9.0,False,,False,True,HUL,6.0,6.0,Finished,1.659370088718947,0.5777258327949293,0.04765410988761594,0.46456414095629206,0.665782028411818,4892.347,4865.627,1.160959084332437,59.0,0.1715226928321783,93.194,0,0,Early,Top10,Fast,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,94.02339046628165
0 days 02:13:28.191000,81,89.049,1.4132636192433654,3.0,,,28.946,-1.1949490011304325,24.273,0 days 02:12:28.170000,0 days 02:13:04,0 days 02:13:28.273000,293.0,265.0,251.0,300.0,True,9.0,True,McLaren,0 days 02:11:59.142000,2024-07-07 15:16:56.171,1,4.0,False,,False,True,PIA,5.0,4.0,Finished,0.1537501975694364,1.197257159453522,0.9344198198120698,-1.7271183451046548,1.4171491824894085,7919.142,7866.021,-0.20306528153517733,71.0,0.40944813662670115,89.04899999999999,0,0,Late,Top5,VeryFast,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,89.14519013714181
0 days 01:06:10.519000,2,93.139,-1.4670362890050488,1.0,,,29.869,-0.24962277718567222,25.093,0 days 01:05:07.323000,0 days 01:05:45.500000,0 days 01:06:10.593000,312.0,256.0,245.0,320.0,False,5.0,True,Williams,0 days 01:04:37.380000,2024-07-07 14:09:34.409,1,13.0,False,,False,True,SAR,12.0,11.0,Finished,1.659370088718947,0.3408637826545027,-0.23312302166073168,0.35185967986431965,-0.05322566090006007,3877.38,3845.509,0.7517517745721518,60.0,0.01290573030249735,93.139,0,0,Early,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,94.34603523848813
0 days 01:24:39.065000,16,95.28,-0.6440934580769304,1.0,,,29.679,-0.3587763377689831,27.695,0 days 01:23:33.517000,0 days 01:24:11.423000,0 days 01:24:39.118000,284.0,252.0,235.0,293.0,False,17.0,True,Ferrari,0 days 01:23:03.785000,2024-07-07 14:28:00.814,1,7.0,False,,False,True,LEC,11.0,14.0,Lapped,-0.4915154700660682,0.07147113759594209,0.6354121896683449,-0.06092368327378881,0.2595706225598964,4983.785,4925.627,1.160959084332437,60.0,0.13186845219975876,95.28,0,0,Early,Midfield,Medium,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,94.21661035310419
0 days 01:10:55.236000,31,93.79,-1.2613005812730191,1.0,,,29.827,-0.04259351467710416,25.272,0 days 01:09:51.338000,0 days 01:10:30.029000,0 days 01:10:55.301000,304.0,255.0,244.0,332.0,False,8.0,True,Alpine,0 days 01:09:21.446000,2024-07-07 14:14:18.475,1,17.0,False,,False,True,OCO,18.0,16.0,Lapped,2.949901423989956,0.3443969756368032,0.5665080295304481,1.569073005763831,-0.5590382483497894,4161.446,4145.541,1.0245566477456738,60.0,0.805990542950905,93.78999999999999,0,0,Early,Backmarker,Medium,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,95.55539788752837
0 days 01:24:51.666000,11,94.829,-0.6440934580769304,1.0,,,29.675,-0.24196994452485038,26.958,0 days 01:23:46.586000,0 days 01:24:24.782000,0 days 01:24:51.740000,314.0,260.0,239.0,335.0,False,17.0,True,Red Bull Racing,0 days 01:23:16.837000,2024-07-07 14:28:13.866,1,15.0,False,,False,True,PER,20.0,17.0,Lapped,3.2725342578077083,0.28391914440957666,-0.2327334632224188,0.9029608005208049,0.06908216005145768,4996.837,4985.646,1.0245566477456738,62.0,0.13186845219975876,94.829,0,0,Early,Backmarker,Medium,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,96.81245412328991
0 days 01:12:21.452000,23,92.933,-1.1927220120290094,1.0,,,29.786,-0.463499311022343,25.501,0 days 01:11:18.305000,0 days 01:11:55.951000,0 days 01:12:21.452000,296.0,257.0,243.0,302.0,False,9.0,True,Williams,0 days 01:10:48.519000,2024-07-07 14:15:45.548,1,12.0,False,,False,True,ALB,9.0,9.0,Finished,0.04620591963018562,0.4187562452560225,-0.2532859369177609,-0.8017525877671582,0.21937104070688757,4248.519,4205.552,1.160959084332437,61.0,0.8456447835833258,92.933,0,0,Early,Top10,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,92.84705963019319
0 days 01:12:07.706000,1,91.883,-1.1927220120290094,1.0,,,29.639,-0.7325567961502079,25.266,0 days 01:11:05.517000,0 days 01:11:42.495000,0 days 01:12:07.761000,292.0,257.0,245.0,294.0,False,9.0,True,Red Bull Racing,0 days 01:10:35.823000,2024-07-07 14:15:32.852,1,3.0,False,,False,True,VER,4.0,2.0,Finished,-0.4915154700660682,0.6620063494076512,0.9460429063780904,-0.8721999724149994,1.00384466776913,4235.823,4205.552,1.160959084332437,61.0,0.8456447835833258,91.88300000000001,0,1,Early,Top5,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,89.88374086906367
0 days 01:13:55.206000,2,92.956,-1.1241434427849994,1.0,,,29.806,-0.38495708108232235,25.309,0 days 01:12:52.130000,0 days 01:13:29.971000,0 days 01:13:55.280000,312.0,256.0,245.0,319.0,False,10.0,True,Williams,0 days 01:12:22.250000,2024-07-07 14:17:19.279,1,13.0,False,,False,True,SAR,12.0,11.0,Finished,1.5518258107796963,0.4021887020763953,0.147594507053259,-1.0261895191966062,-0.0446915137998028,4342.25,4325.535,1.5701663940927224,61.0,0.6870278210536436,92.956,0,0,Early,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,93.06166206403358
0 days 01:03:02.371000,14,92.951,-1.6041934274930685,1.0,,,29.481,-0.3068176318086627,25.435,0 days 01:01:58.993000,0 days 01:02:37.028000,0 days 01:03:02.463000,320.0,256.0,246.0,325.0,True,3.0,True,Aston Martin,0 days 01:01:29.420000,2024-07-07 14:06:26.449,1,10.0,False,,False,True,ALO,10.0,8.0,Finished,2.08954720047595,0.5913566907980662,-0.29259969398009256,-0.04522360542070508,0.40892027495407296,3689.42,3665.476,0.8881542111589152,62.0,3.5817873872203316,92.951,0,0,Early,Top10,Fast,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,94.3356653881032
0 days 01:45:45.007000,4,100.717,0.24742794209519775,2.0,,,31.98,0.7194675060742727,28.154,0 days 01:44:36.331000,0 days 01:45:16.914000,0 days 01:45:45.068000,290.0,247.0,223.0,297.0,False,3.0,True,McLaren,0 days 01:44:04.290000,2024-07-07 14:49:01.319,1,1.0,False,,False,True,NOR,3.0,3.0,Finished,-0.599059748005319,-0.6323845825800436,-0.8828533097763039,0.2849232565757375,0.17974857986074275,6244.29,6185.794,-1.0214799010557456,71.0,-1.216375729302535,100.717,0,1,Mid,Top5,Medium,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,99.51711143552437
0 days 01:16:44.219000,4,91.718,-0.9869863042969798,1.0,,,29.501,-0.7051677108377913,25.171,0 days 01:15:42.063000,0 days 01:16:19.109000,0 days 01:16:44.280000,298.0,259.0,247.0,300.0,False,12.0,True,McLaren,0 days 01:15:12.501000,2024-07-07 14:20:09.530,1,4.0,False,,False,True,NOR,3.0,3.0,Finished,-0.2764269141875667,0.688646113382743,0.40354693440560646,-0.5612432826461872,0.05569462432715528,4512.501,4505.547,1.433763957505959,59.0,0.5284108585239625,91.71799999999999,0,1,Early,Top5,Fast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,91.93584620334423
0 days 01:28:02.574000,27,105.752,-0.5069363195889107,1.0,,,35.421,1.3751944309068542,28.12,0 days 01:26:52.283000,0 days 01:27:34.494000,0 days 01:28:02.614000,283.0,237.0,234.0,295.0,False,19.0,True,Haas F1 Team,0 days 01:26:16.822000,2024-07-07 14:31:13.851,1,8.0,False,,False,True,HUL,6.0,6.0,Finished,0.36883875344793793,-1.2501267845981487,-1.9603865264735363,1.6090285000750086,-1.0435892390443557,5176.822,5165.639,1.0245566477456738,63.0,-0.30432819475686596,105.75200000000001,0,0,Mid,Top10,Slow,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,104.2782634422672
0 days 02:11:21.963000,22,91.438,1.2761064807553457,3.0,,,29.287,-0.9480444526523168,25.708,0 days 02:10:19.872000,0 days 02:10:56.315000,0 days 02:11:22.023000,289.0,261.0,248.0,305.0,False,7.0,True,RB,0 days 02:09:50.525000,2024-07-07 15:14:47.554,1,10.0,False,,False,True,TSU,13.0,10.0,Finished,0.04620591963018562,0.922349944625602,1.2106813289787695,-0.3664848165020027,0.5903160149431131,7790.525,7746.012,-0.3394677181219383,73.0,0.21117693346459926,91.43799999999999,0,0,Late,Midfield,VeryFast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,89.86105577078153
0 days 01:14:07.288000,24,95.828,-1.1241434427849994,1.0,,,30.416,-0.1384553132705649,26.959,0 days 01:13:01.933000,0 days 01:13:40.386000,0 days 01:14:07.345000,286.0,252.0,244.0,279.0,False,10.0,True,Kick Sauber,0 days 01:12:31.460000,2024-07-07 14:17:28.489,1,19.0,False,,False,True,ZHO,14.0,18.0,Lapped,-0.9216925818230712,-0.024244412411676127,0.14692822488355692,-0.3328950306077789,-0.05717389189174801,4351.46,4325.535,1.5701663940927224,61.0,0.6870278210536436,95.828,0,0,Early,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,95.51891330425644
0 days 02:11:39.460000,31,90.928,1.2075279115113358,5.0,,,29.356,-0.910988631347282,25.037,0 days 02:10:37.953000,0 days 02:11:14.488000,0 days 02:11:39.525000,276.0,259.0,251.0,287.0,True,6.0,True,Alpine,0 days 02:10:08.532000,2024-07-07 15:15:05.561,1,17.0,False,,False,True,OCO,18.0,16.0,Lapped,-0.38397119212681746,0.8662709355950178,1.5215206874354326,0.6136449531874802,-0.22347961128807334,7808.532,7806.02,-0.20306528153517733,73.0,0.40944813662670115,90.928,0,0,Late,Backmarker,VeryFast,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,91.09249262628236
0 days 01:12:16.642000,16,92.326,-1.1927220120290094,1.0,,,29.579,-0.539624856964209,25.29,0 days 01:11:13.948000,0 days 01:11:51.405000,0 days 01:12:16.695000,306.0,260.0,248.0,316.0,True,9.0,True,Ferrari,0 days 01:10:44.316000,2024-07-07 14:15:41.345,1,8.0,False,,False,True,LEC,11.0,14.0,Lapped,1.229192976961944,0.577365036076742,0.590012832342273,-0.25582995760594446,-0.1213643998829934,4244.316,4205.552,1.160959084332437,61.0,0.8456447835833258,92.326,0,0,Early,Midfield,Fast,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,94.33532817864133
0 days 01:15:11.177000,1,91.81,-1.0555648735409895,1.0,,,29.524,-0.699528781508763,25.226,0 days 01:14:08.946000,0 days 01:14:46.006000,0 days 01:15:11.232000,294.0,257.0,246.0,295.0,False,11.0,True,Red Bull Racing,0 days 01:13:39.367000,2024-07-07 14:18:36.396,1,3.0,False,,False,True,VER,4.0,2.0,Finished,-0.7066040259445697,0.8094609195067067,0.8224883884654811,-0.6189138806974791,0.9442521605902274,4419.367,4385.545,1.5701663940927224,62.0,0.647373580421224,91.81,0,1,Early,Top5,VeryFast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,90.59358032271969
0 days 01:01:27.535000,18,92.683,-1.6727719967370784,1.0,,,29.645,-0.3680402930952404,25.155,0 days 01:00:24.556000,0 days 01:01:02.439000,0 days 01:01:27.594000,319.0,259.0,245.0,328.0,True,2.0,True,Aston Martin,0 days 00:59:54.852000,2024-07-07 14:04:51.881,1,7.0,False,,False,True,STR,8.0,7.0,Finished,2.4121800342937023,0.5064240794983496,-0.42141507761183533,-0.4869086670576799,0.23688959316633848,3594.852,3545.476,0.7517517745721518,63.0,3.5817873872203316,92.683,0,0,Early,Top10,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,95.23136906880791
