Time_x,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Abbreviation,GridPosition,ClassifiedPosition,Status,MaxSpeed,AvgSpeed,AvgThrottle,AvgBrake,AvgRPM,LapStartTime_s,Time_y,AirTemp,Humidity,TrackTemp,TotalSectorTime,Winner,Podium,RacePhase,GridGroup,SpeedCategory,Driver_ALO,Driver_BOT,Driver_HAM,Driver_HUL,Driver_LEC,Driver_MAG,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RIC,Driver_RUS,Driver_SAI,Driver_SAR,Driver_STR,Driver_TSU,Driver_VER,Driver_ZHO,TeamName_Aston Martin,TeamName_Ferrari,TeamName_Haas F1 Team,TeamName_Kick Sauber,TeamName_McLaren,TeamName_Mercedes,TeamName_RB,TeamName_Red Bull Racing,TeamName_Williams,Compound_INTERMEDIATE,Compound_MEDIUM,Compound_SOFT,Predicted_LapTime
0 days 01:04:40.010000,20,93.11,-1.5356148582490585,1.0,,,29.503,-0.24156716385848936,25.41,0 days 01:03:36.437000,0 days 01:04:14.634000,0 days 01:04:40.044000,317.0,259.0,246.0,328.0,True,4.0,True,Haas F1 Team,0 days 01:03:06.900000,2024-07-07 14:08:03.929,1,17.0,False,,False,True,MAG,17.0,12.0,Finished,2.8423571460507056,0.5991897073754299,0.1274509630832345,0.187629530811399,0.6299978581233902,3786.9,3785.556,0.8881542111589152,61.0,0.05255997093491829,93.11,0,0,Early,Backmarker,Fast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,92.9810403908996
0 days 01:24:52.216000,3,95.885,-0.6440934580769304,1.0,,,29.662,-0.15738600458944332,27.817,0 days 01:23:46.075000,0 days 01:24:24.481000,0 days 01:24:52.298000,307.0,254.0,239.0,317.0,False,17.0,True,RB,0 days 01:23:16.331000,2024-07-07 14:28:13.360,1,16.0,False,,False,True,RIC,15.0,13.0,Lapped,1.3367372549011949,0.1111649034619087,-0.1544548762605145,0.1565713194432415,0.7052393017760168,4996.331,4985.646,1.0245566477456738,62.0,0.13186845219975876,95.88499999999999,0,0,Early,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,95.53587704642936
0 days 01:43:39.326000,77,102.562,0.11027080360717804,2.0,,,32.119,1.2084432350341947,28.646,0 days 01:42:28.938000,0 days 01:43:10.735000,0 days 01:43:39.381000,281.0,243.0,220.0,287.0,False,2.0,True,Kick Sauber,0 days 01:41:56.764000,2024-07-07 14:46:53.793,1,15.0,False,,False,True,BOT,16.0,15.0,Lapped,-1.3518696935800742,-0.8615456201150133,-0.6905136771731978,1.0913986277255123,-0.9220459640700428,6116.764,6065.769,-0.8850774644689846,70.0,-1.137067248037693,102.562,0,0,Mid,Backmarker,Slow,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,102.52002009886802
0 days 02:11:47.215000,4,89.96,1.3446850499993555,3.0,,,29.406,-1.0866010018798407,24.455,0 days 02:10:46.722000,0 days 02:11:22.821000,0 days 02:11:47.276000,295.0,262.0,251.0,302.0,False,9.0,False,McLaren,0 days 02:10:17.255000,2024-07-07 15:15:14.284,1,2.0,False,,False,True,NOR,3.0,3.0,Finished,0.36883875344793793,0.9691525430541855,0.8156556148942038,-1.0401964684730451,0.18495305773898343,7817.255,7806.02,-0.20306528153517733,73.0,0.40944813662670115,89.96,0,1,Late,Top5,VeryFast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,90.64281277322955
0 days 01:33:28.351000,16,104.352,-0.30120061185688113,2.0,,,33.006,1.53872338144864,28.729,0 days 01:32:17.058000,0 days 01:32:59.675000,0 days 01:33:28.404000,282.0,240.0,217.0,290.0,False,3.0,True,Ferrari,0 days 01:31:43.999000,2024-07-07 14:36:41.028,1,16.0,False,,False,True,LEC,11.0,14.0,Lapped,-1.2443254156408237,-1.2254888558112178,-0.4303337173098915,0.02198405520777116,-0.5604423810875782,5503.999,5465.676,-0.3394677181219383,68.0,-0.7405248417134893,104.35199999999999,0,0,Mid,Midfield,Slow,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,101.38999233833069
0 days 01:09:03.785000,1,91.935,-1.329879150517029,1.0,,,29.586,-0.7140288854976904,25.325,0 days 01:08:01.491000,0 days 01:08:38.515000,0 days 01:09:03.840000,292.0,258.0,245.0,294.0,False,7.0,True,Red Bull Racing,0 days 01:07:31.850000,2024-07-07 14:12:28.879,1,3.0,False,,False,True,VER,4.0,2.0,Finished,-0.7066040259445697,0.725534886090277,0.8491766961178642,-0.2878108750400611,0.7441829278425676,4051.85,4025.531,0.8881542111589152,61.0,0.5680650991563821,91.935,0,1,Early,Top5,VeryFast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,90.41936636978552
0 days 02:03:42.694000,14,91.146,0.9332136345352964,3.0,,,29.107,-0.7430290934755452,25.087,0 days 02:02:40.747000,0 days 02:03:17.699000,0 days 02:03:42.786000,296.0,258.0,252.0,300.0,True,2.0,True,Aston Martin,0 days 02:02:11.548000,2024-07-07 15:07:08.577,1,8.0,False,,False,True,ALO,10.0,8.0,Finished,-0.38397119212681746,0.7990449186609174,0.6276329665441761,-0.35078179591388503,0.24204152394676376,7331.548,7325.931,-0.7486750278822236,74.0,0.1715226928321783,91.146,0,0,Late,Top10,VeryFast,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,90.89884552435744
0 days 01:51:48.697000,23,104.82,0.45316364982722734,2.0,,,32.729,1.5145565414670972,29.534,0 days 01:50:36.606000,0 days 01:51:19.163000,0 days 01:51:48.697000,288.0,238.0,214.0,298.0,False,6.0,True,Williams,0 days 01:50:03.877000,2024-07-07 14:55:00.906,1,11.0,False,,False,True,ALB,9.0,9.0,Finished,-0.38397119212681746,-1.2643939987919186,-2.1155895117674426,0.723008766233053,-1.1805296610727085,6603.877,6545.813,-1.5670896474027918,73.0,-1.2956842105673754,104.82,0,0,Mid,Top10,Slow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,104.61404248618408
0 days 02:18:51.556000,23,89.828,1.618999326975395,3.0,,,29.05,-1.0455173739112131,24.577,0 days 02:17:50.778000,0 days 02:18:26.979000,0 days 02:18:51.556000,296.0,260.0,251.0,300.0,True,12.0,True,Williams,0 days 02:17:21.728000,2024-07-07 15:22:18.757,1,9.0,False,,False,True,ALB,9.0,9.0,Finished,0.1537501975694364,0.9918348330772102,0.7599408431478569,-0.7771792011142996,0.322897424933526,8241.728,8226.085,0.206142028225108,69.0,0.5680650991563821,89.828,0,0,Late,Top10,VeryFast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,88.8960951281953
0 days 01:54:19.582000,44,102.271,0.590320788315247,2.0,,,32.513,1.1065397264453476,28.214,0 days 01:53:09.852000,0 days 01:53:51.396000,0 days 01:54:19.610000,296.0,243.0,225.0,299.0,False,8.0,True,Mercedes,0 days 01:52:37.311000,2024-07-07 14:57:34.340,1,2.0,False,,False,True,HAM,2.0,1.0,Finished,-0.2764269141875667,-0.7734982353384481,-0.5755174949066982,0.07030340055883935,-0.22527084373031928,6757.311,6725.865,-1.430687210816031,76.0,-1.0974130074052735,102.27099999999999,1,1,Late,Top5,Medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,102.07491569551345
0 days 02:11:34.439000,20,91.722,1.2761064807553457,3.0,,,29.874,-0.863863293383268,25.196,0 days 02:10:32.625000,0 days 02:11:09.277000,0 days 02:11:34.473000,289.0,257.0,249.0,298.0,False,8.0,True,Haas F1 Team,0 days 02:10:02.717000,2024-07-07 15:14:59.746,1,12.0,False,,False,True,MAG,17.0,12.0,Finished,0.1537501975694364,0.7082199174978964,0.6091872674989819,0.1851341118498073,1.102935461119386,7802.717,7746.012,-0.3394677181219383,73.0,0.21117693346459926,91.722,0,0,Late,Backmarker,VeryFast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,91.4220363611156
0 days 01:02:59.842000,18,92.307,-1.6041934274930685,1.0,,,29.333,-0.3704569770933949,25.097,0 days 01:01:56.927000,0 days 01:02:34.804000,0 days 01:02:59.901000,316.0,258.0,246.0,321.0,True,3.0,True,Aston Martin,0 days 01:01:27.535000,2024-07-07 14:06:24.564,1,7.0,False,,False,True,STR,8.0,7.0,Finished,1.766914366658198,0.6688097076191439,-0.31789272018244796,-0.16746321451143498,0.2448953990773632,3687.535,3665.476,0.8881542111589152,62.0,3.5817873872203316,92.30700000000002,0,0,Early,Top10,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,94.82492134486415
0 days 01:07:39.387000,27,92.697,-1.3984577197610388,1.0,,,29.525,-0.47679107301219315,25.559,0 days 01:06:36.255000,0 days 01:07:13.868000,0 days 01:07:39.427000,311.0,259.0,246.0,320.0,False,6.0,True,Haas F1 Team,0 days 01:06:06.690000,2024-07-07 14:11:03.719,1,9.0,False,,False,True,HUL,6.0,6.0,Finished,1.766914366658198,0.502197978276235,-0.05628264746873688,0.10731181702834298,0.7647961113753553,3966.69,3965.525,0.7517517745721518,61.0,0.13186845219975876,92.697,0,0,Early,Top10,Fast,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,93.84161365110135
0 days 01:01:30.067000,22,93.214,-1.6727719967370784,1.0,,,29.363,-0.12395520928164036,25.362,0 days 01:00:26.276000,0 days 01:01:04.765000,0 days 01:01:30.127000,317.0,259.0,246.0,333.0,True,2.0,True,RB,0 days 00:59:56.853000,2024-07-07 14:04:53.882,1,11.0,False,,False,True,TSU,13.0,10.0,Finished,2.949901423989956,0.44403135025346735,0.005942557155477553,-0.24973190579257531,0.34368287940020137,3596.853,3545.476,0.7517517745721518,63.0,3.5817873872203316,93.214,0,0,Early,Midfield,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,94.20963809209508
0 days 01:29:43.885000,20,95.181,-0.4383577503449008,1.0,,,30.846,-0.2210253498741784,26.087,0 days 01:28:39.584000,0 days 01:29:17.832000,0 days 01:29:43.919000,293.0,251.0,249.0,303.0,False,20.0,True,Haas F1 Team,0 days 01:28:08.704000,2024-07-07 14:33:05.733,1,13.0,False,,False,True,MAG,17.0,12.0,Finished,-0.06133835830906515,-0.02473680028463231,-0.5328437161259849,0.8536507790503658,0.4120065161930239,5288.704,5285.648,0.6153493379853933,67.0,-0.5819078791838084,95.181,0,0,Mid,Backmarker,Medium,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,96.99828106142868
0 days 02:00:22.739000,31,102.235,0.7274779268032668,4.0,,,32.044,0.7931763680179842,29.425,0 days 01:59:12.613000,0 days 01:59:53.379000,0 days 02:00:22.804000,274.0,245.0,236.0,234.0,False,11.0,True,Alpine,0 days 01:58:40.504000,2024-07-07 15:03:37.533,1,17.0,False,,False,True,OCO,18.0,16.0,Lapped,-1.1367811377015729,-0.7794633102069707,-0.18418593051511134,1.0353357628874604,-1.3373376417110803,7120.504,7085.907,-1.430687210816031,77.0,-0.06640275096234313,102.235,0,0,Late,Backmarker,Medium,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,102.19511687216377
0 days 02:12:35.912000,27,90.185,1.3446850499993555,3.0,,,29.112,-0.9677807053039116,24.679,0 days 02:11:34.879000,0 days 02:12:11.273000,0 days 02:12:35.952000,289.0,261.0,251.0,297.0,False,10.0,False,Haas F1 Team,0 days 02:11:05.727000,2024-07-07 15:16:02.756,1,6.0,False,,False,True,HUL,6.0,6.0,Finished,-0.4915154700660682,1.0130242160324043,1.3650350724629186,-1.0679360971126381,1.3861395163301742,7865.727,7806.02,-0.20306528153517733,73.0,0.40944813662670115,90.185,0,0,Late,Top10,VeryFast,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,88.2278602808615
0 days 01:55:01.736000,18,104.422,0.590320788315247,2.0,,,32.82,1.6116266820596352,28.804,0 days 01:53:50.193000,0 days 01:54:32.991000,0 days 01:55:01.795000,290.0,239.0,219.0,299.0,False,9.0,True,Aston Martin,0 days 01:53:17.314000,2024-07-07 14:58:14.343,1,7.0,False,,False,True,STR,8.0,7.0,Finished,-0.4915154700660682,-1.1675971562056209,-1.3718795141783422,0.724534384369309,-1.5438972706141552,6797.314,6785.879,-1.430687210816031,76.0,-1.0577587667728525,104.422,0,0,Late,Top10,Slow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,104.15565362895076
0 days 01:10:37.772000,81,91.994,-1.2613005812730191,1.0,,,29.386,-0.5710417489402184,25.229,0 days 01:09:35.246000,0 days 01:10:12.625000,0 days 01:10:37.854000,309.0,260.0,247.0,316.0,False,8.0,True,McLaren,0 days 01:09:05.778000,2024-07-07 14:14:02.807,1,5.0,False,,False,True,PIA,5.0,4.0,Finished,1.3367372549011949,0.4909280000943269,0.08828620976242553,-1.0338898657979516,0.8671396018559188,4145.778,4145.541,1.0245566477456738,60.0,0.805990542950905,91.994,0,0,Early,Top5,Fast,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,92.86346176937474
0 days 01:26:15.016000,16,95.951,-0.5755148888329206,1.0,,,30.445,-0.181150063904628,27.159,0 days 01:25:09.563000,0 days 01:25:47.910000,0 days 01:26:15.069000,283.0,252.0,225.0,295.0,False,18.0,True,Ferrari,0 days 01:24:39.065000,2024-07-07 14:29:36.094,1,7.0,False,,False,True,LEC,11.0,14.0,Lapped,-0.8141483038838205,0.11057790353623147,0.5587722993227436,0.008114347922562142,0.5253291474206878,5079.065,5045.641,1.160959084332437,61.0,0.13186845219975876,95.951,0,0,Mid,Midfield,Medium,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,94.36560063849181
0 days 01:53:14.152000,27,104.263,0.5217422190712372,2.0,,,32.706,1.5455706527767457,28.923,0 days 01:52:02.635000,0 days 01:52:45.269000,0 days 01:53:14.192000,290.0,241.0,221.0,296.0,False,8.0,True,Haas F1 Team,0 days 01:51:29.889000,2024-07-07 14:56:26.918,1,6.0,False,,False,True,HUL,6.0,6.0,Finished,-0.599059748005319,-1.0785699661702919,-1.3741782231993878,0.9677349115648136,-0.7769999087702599,6689.889,6665.852,-1.430687210816031,75.0,-1.176721488670114,104.263,0,0,Mid,Top10,Slow,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,103.80954255705696
0 days 01:03:03.129000,22,93.062,-1.6041934274930685,1.0,,,29.476,-0.29594255381696716,25.524,0 days 01:01:59.603000,0 days 01:02:37.665000,0 days 01:03:03.189000,322.0,256.0,246.0,329.0,True,3.0,True,RB,0 days 01:01:30.067000,2024-07-07 14:06:27.096,1,11.0,False,,False,True,TSU,13.0,10.0,Finished,2.5197243122329533,0.5761713146886386,0.12423789141075345,-0.5010323172844435,0.4487916916081197,3690.067,3665.476,0.8881542111589152,62.0,3.5817873872203316,93.062,0,0,Early,Midfield,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,93.64960594933515
0 days 01:04:44.171000,77,94.322,-1.5356148582490585,1.0,,,29.89,0.017018023944038056,25.593,0 days 01:03:39.794000,0 days 01:04:18.633000,0 days 01:04:44.226000,289.0,254.0,245.0,319.0,True,4.0,True,Kick Sauber,0 days 01:03:09.849000,2024-07-07 14:08:06.878,1,19.0,False,,False,True,BOT,16.0,15.0,Lapped,1.659370088718947,0.3276266693801018,0.5700187692918364,0.4149753319963953,-0.09245020455644047,3789.849,3785.556,0.8881542111589152,61.0,0.05255997093491829,94.322,0,0,Early,Backmarker,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,93.81732165868682
0 days 01:37:48.464000,3,98.725,-0.09546490412485154,1.0,,,30.63,0.6876478334319052,27.591,0 days 01:36:40.451000,0 days 01:37:20.955000,0 days 01:37:48.546000,289.0,252.0,220.0,300.0,False,25.0,True,RB,0 days 01:36:09.739000,2024-07-07 14:41:06.768,1,14.0,False,,False,True,RIC,15.0,13.0,Lapped,-0.599059748005319,-0.4782771423164044,-0.6405377019303304,0.06436190115860822,0.4678321223153845,5769.739,5765.7,-0.7486750278822236,69.0,-0.7801790823459103,98.725,0,0,Mid,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,98.41430372579435
0 days 01:26:16.188000,18,95.789,-0.5755148888329206,1.0,,,30.294,-0.3704569770933949,27.618,0 days 01:25:10.752000,0 days 01:25:48.629000,0 days 01:26:16.247000,291.0,257.0,232.0,324.0,False,18.0,True,Aston Martin,0 days 01:24:40.399000,2024-07-07 14:29:37.428,1,8.0,False,,False,True,STR,8.0,7.0,Finished,2.08954720047595,0.10895278794434521,-0.1746109869524243,0.7103002284047751,0.02727833945222665,5080.399,5045.641,1.160959084332437,61.0,0.13186845219975876,95.789,0,0,Mid,Top10,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,95.26491592568296
0 days 02:21:30.121000,55,88.293,1.7561564654634148,4.0,,,28.55,-1.2799357217321976,24.124,0 days 02:20:30.418000,0 days 02:21:06.037000,0 days 02:21:30.161000,299.0,264.0,252.0,301.0,True,5.0,False,Ferrari,0 days 02:20:01.828000,2024-07-07 15:24:58.857,1,5.0,False,,False,True,SAI,7.0,5.0,Finished,0.1537501975694364,1.2697394070694432,1.8859211581596715,-0.9954665970275979,0.003091355278417768,8401.828,8346.105,0.34254446481186895,68.0,0.5284108585239625,88.29299999999999,0,0,Late,Top10,VeryFast,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,88.19338624409934
0 days 01:29:40.749000,14,96.48,-0.4383577503449008,1.0,,,31.208,0.1253660231946298,26.164,0 days 01:28:35.569000,0 days 01:29:14.677000,0 days 01:29:40.841000,293.0,257.0,248.0,314.0,False,20.0,True,Aston Martin,0 days 01:28:04.269000,2024-07-07 14:33:01.298,1,8.0,False,,False,True,ALO,10.0,8.0,Finished,1.0141044210834425,-0.05354512834098283,-0.3405354910425624,0.43632206273296487,0.1775903694744701,5284.269,5225.66,0.7517517745721518,64.0,-0.4232909166541274,96.48,0,0,Mid,Top10,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,95.77312585341306
0 days 01:16:53.213000,18,92.362,-0.9869863042969798,1.0,,,29.552,-0.5790973622673984,25.451,0 days 01:15:50.462000,0 days 01:16:27.821000,0 days 01:16:53.272000,295.0,258.0,246.0,303.0,False,12.0,True,Aston Martin,0 days 01:15:20.851000,2024-07-07 14:20:17.880,1,7.0,False,,False,True,STR,8.0,7.0,Finished,-0.2764269141875667,0.5089577158293099,0.30921962072545134,-1.4756413312351488,0.05569352421325649,4520.851,4505.547,1.433763957505959,59.0,0.5284108585239625,92.362,0,0,Early,Top10,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,92.83112186662824
0 days 01:35:55.316000,22,94.106,-0.1640434733688614,1.0,,,29.812,-0.2737896171672179,26.177,0 days 01:34:51.082000,0 days 01:35:29.199000,0 days 01:35:55.376000,303.0,255.0,245.0,325.0,False,24.0,True,RB,0 days 01:34:21.210000,2024-07-07 14:39:18.239,1,10.0,False,,False,True,TSU,13.0,10.0,Finished,2.1970914784152007,0.26418740943995667,-0.1180638050047966,1.1353956810460273,-0.025799995800066346,5661.21,5645.691,-0.7486750278822236,68.0,-0.8198333229783312,94.106,0,0,Mid,Midfield,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,96.45388917455593
0 days 01:07:34.788000,55,91.9,-1.3984577197610388,1.0,,,29.439,-0.581514046265553,25.108,0 days 01:06:32.367000,0 days 01:07:09.720000,0 days 01:07:34.828000,309.0,259.0,246.0,317.0,True,6.0,True,Ferrari,0 days 01:06:02.888000,2024-07-07 14:10:59.917,1,6.0,False,,False,True,SAI,7.0,5.0,Finished,1.3367372549011949,0.6773419083390034,0.5824488578892546,-0.20602098883778514,0.27433526813685544,3962.888,3905.511,0.8881542111589152,60.0,0.09221421156733783,91.9,0,0,Early,Top10,Fast,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,92.85370963417101
0 days 01:23:15.808000,20,93.486,-0.7126720273209403,1.0,,,29.62,-0.5021662549928161,26.316,0 days 01:22:11.976000,0 days 01:22:49.526000,0 days 01:23:15.842000,317.0,257.0,246.0,297.0,False,16.0,True,Haas F1 Team,0 days 01:21:42.322000,2024-07-07 14:26:39.351,1,14.0,False,,False,True,MAG,17.0,12.0,Finished,1.4442815328404455,0.4408052792981049,0.43994050331031015,0.09940430652930812,0.8196818455216878,4902.322,4865.627,1.160959084332437,59.0,0.1715226928321783,93.486,0,0,Early,Backmarker,Fast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,92.13440817280693
0 days 01:58:33.630000,14,100.747,0.7274779268032668,2.0,,,32.089,0.8878298246123677,27.657,0 days 01:57:25.064000,0 days 01:58:06.065000,0 days 01:58:33.722000,293.0,243.0,238.0,294.0,False,10.0,True,Aston Martin,0 days 01:56:52.883000,2024-07-07 15:01:49.912,1,8.0,False,,False,True,ALO,10.0,8.0,Finished,-0.7066040259445697,-0.5675948105328484,-0.5573823147955775,-0.3223553022338577,-0.7881295989779887,7012.883,6965.895,-1.5670896474027918,76.0,-1.0181045261404331,100.747,0,0,Late,Top10,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,99.87486132707242
0 days 01:50:13.921000,3,104.144,0.3845850805832175,2.0,,,32.457,1.2777215096479582,29.718,0 days 01:49:02.316000,0 days 01:49:44.285000,0 days 01:50:14.003000,294.0,236.0,213.0,297.0,False,6.0,True,RB,0 days 01:48:29.777000,2024-07-07 14:53:26.806,1,14.0,False,,False,True,RIC,15.0,13.0,Lapped,-0.7066040259445697,-1.1339089105818296,-0.9776341561630915,0.5675667734974876,-0.7390077414625227,6509.777,6485.796,-1.430687210816031,73.0,-1.2956842105673754,104.144,0,0,Mid,Midfield,Slow,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,102.53540761535885
0 days 01:24:32.145000,55,94.228,-0.6440934580769304,1.0,,,29.613,-0.5448610056268763,27.171,0 days 01:23:27.570000,0 days 01:24:05.014000,0 days 01:24:32.185000,289.0,256.0,238.0,299.0,False,17.0,True,Ferrari,0 days 01:22:57.917000,2024-07-07 14:27:54.946,1,6.0,False,,False,True,SAI,7.0,5.0,Finished,-0.4915154700660682,0.2868385272762804,0.6699268872500649,-0.09080447660707902,-0.014921741918701624,4977.917,4925.627,1.160959084332437,60.0,0.13186845219975876,94.22800000000001,0,0,Early,Top10,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,93.39064227835736
0 days 02:14:05.776000,27,89.864,1.4132636192433654,3.0,,,29.079,-1.0632397232310142,24.628,0 days 02:13:05.031000,0 days 02:13:41.188000,0 days 02:14:05.816000,295.0,260.0,250.0,302.0,False,11.0,False,Haas F1 Team,0 days 02:12:35.912000,2024-07-07 15:17:32.941,1,6.0,False,,False,True,HUL,6.0,6.0,Finished,0.04620591963018562,1.0978370724614734,1.1855665350943327,-1.159685771916979,1.2664098132558914,7955.912,7926.001,-0.06666284494841637,69.0,0.3697938959942802,89.86399999999999,0,0,Late,Top10,VeryFast,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,89.04749532952529
0 days 02:07:04.924000,3,90.765,1.070370773023316,3.0,,,29.208,-0.8719189067104508,24.925,0 days 02:06:03.449000,0 days 02:06:40.081000,0 days 02:07:05.006000,293.0,258.0,249.0,301.0,True,5.0,True,RB,0 days 02:05:34.159000,2024-07-07 15:10:31.188,1,13.0,False,,False,True,RIC,15.0,13.0,Lapped,-0.2764269141875667,0.87608428454837,0.9875169833193018,-0.9714269079278207,1.2803450102153946,7534.159,7505.955,-0.47587015470869926,75.0,0.29048541472943973,90.765,0,0,Late,Midfield,VeryFast,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,90.24203299625422
0 days 01:17:04.123000,20,92.531,-0.9869863042969798,1.0,,,29.664,-0.5347914889679,25.398,0 days 01:16:01.290000,0 days 01:16:38.759000,0 days 01:17:04.157000,293.0,258.0,246.0,304.0,True,12.0,True,Haas F1 Team,0 days 01:15:31.592000,2024-07-07 14:20:28.621,1,15.0,False,,False,True,MAG,17.0,12.0,Finished,0.04620591963018562,0.6678409515646637,0.7561610120078045,-0.38337912841021354,1.0412088381505105,4531.592,4505.547,1.433763957505959,59.0,0.5284108585239625,92.531,0,0,Early,Backmarker,Fast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,90.37906478736654
0 days 01:18:14.830000,1,91.759,-0.9184077350529699,1.0,,,29.562,-0.7152372274967678,25.176,0 days 01:17:12.688000,0 days 01:17:49.709000,0 days 01:18:14.885000,293.0,257.0,246.0,298.0,False,13.0,True,Red Bull Racing,0 days 01:16:43.071000,2024-07-07 14:21:40.100,1,3.0,False,,False,True,VER,4.0,2.0,Finished,-0.38397119212681746,0.6587824093089187,0.8511256252148132,-0.7775023763494061,0.6722995316852305,4603.071,4565.557,1.433763957505959,61.0,0.4887566178915416,91.759,0,1,Early,Top5,Fast,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,90.82147277164428
